Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
RODENTIA	CRICETIDAE	Baiomys	Baiomys_taylori	LC	stable	0	0	0.942908859	0.369765628	633	42	14.07142857	2.712800804	1.550017599	0.936100261	7.43	2.005525859	2
CHIROPTERA	EMBALLONURIDAE	Balantiopteryx	Balantiopteryx_plicata	LC	unknown	0	NA	0.882637516	0.674268706	68	9	6.555555556	2.022283128	0.309029336	0.269285898	6.57	1.882513832	2
CARNIVORA	PROCYONIDAE	Bassariscus	Bassariscus_astutus	LC	unknown	0	NA	0.869210113	0.547655833	1855	822	1.256690998	0.81389958	0.587146636	0.461937836	1010.37	6.918071879	7
CARNIVORA	PROCYONIDAE	Bassariscus	Bassariscus_sumichrasti	LC	unknown	0	NA	0.773738694	0.882008282	10	19	-0.473684211	-0.641853886	-0.122753482	-0.130967234	906	6.809039306	7
CETARTIODACTYLA	BOVIDAE	Bison	Bison_bison	NT	stable	0	0	0.46571401	0.141919056	3839	2046	0.876344086	0.629325248	2.281546695	1.188314865	624577.1	13.34483006	13
EULIPOTYPHLA	SORICIDAE	Blarina	Blarina_brevicauda	LC	stable	0	0	0.721737539	0.192856879	2252	925	1.434594595	0.889780252	2.742347916	1.3197132	18.56	2.921008727	3
EULIPOTYPHLA	SORICIDAE	Blarina	Blarina_carolinensis	LC	stable	0	0	0.985390793	0.399808014	393	12	31.75	3.488902962	1.464659935	0.902053841	11.91	2.477378383	2
EULIPOTYPHLA	SORICIDAE	Blarina	Blarina_hylophaga	LC	stable	0	0	0.934584234	0.306610528	335	6	54.83333333	4.022371063	2.048115278	1.114523458	14.49	2.673458756	3
LAGOMORPHA	LEPORIDAE	Brachylagus	Brachylagus_idahoensis	LC	unknown	0	NA	0.642041777	0.581422327	345	239	0.443514644	0.367080865	0.104260616	0.099175985	431.19	6.066548828	6
DIDELPHIMORPHIA	DIDELPHIDAE	Caluromys	Caluromys_derbianus	LC	decreasing	0	1	0.820324269	0.897443192	8	15	-0.466666667	-0.628608659	-0.085931815	-0.08985011	326.72	5.789103535	6
CARNIVORA	CANIDAE	Canis	Canis_latrans	LC	increasing	0	0	0.906347422	0.349886519	8485	2569	2.302841573	1.194783181	1.590403951	0.951813829	11989.1	9.391753183	9
CARNIVORA	CANIDAE	Canis	Canis_lupus	LC	stable	0	0	0.680557463	0.395091587	9288	5563	0.669602732	0.512585713	0.722530892	0.543794658	31756.51	10.36585302	10
RODENTIA	CASTORIDAE	Castor	Castor_canadensis	LC	stable	0	0	0.877360793	0.289986174	8089	2645	2.058223062	1.117834049	2.025526295	1.107085058	18124.41	9.805014927	10
CETARTIODACTYLA	CERVIDAE	Cervus	Cervus_elaphus	LC	increasing	0	0	0.513692468	0.218297744	3744	1420	1.636619718	0.969497687	1.353173512	0.855764848	240867.1	12.39200061	12
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_arenarius	LC	unknown	0	NA	0.976033638	0.899719299	41	24	0.708333333	0.535518236	0.084820166	0.081414227	23	3.135494216	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_artus	LC	stable	0	0	0.943401552	0.74680422	33	8	3.125	1.41706602	0.263251502	0.233688954	3.226914385	1.171526382	1
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_baileyi	LC	stable	0	0	0.84102144	0.514419998	146	58	1.517241379	0.923163611	0.634892584	0.491577104	28.44	3.347796605	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_californicus	LC	stable	0	0	0.915324591	0.811946448	87	52	0.673076923	0.5146644	0.127321381	0.11984436	23.01	3.135928904	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_eremicus	LC	unknown	0	NA	0.899170995	0.569559249	261	59	3.423728814	1.486982963	0.57871371	0.456610408	4.04825602	1.398286176	1
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_fallax	LC	unknown	0	NA	0.939905982	0.890876219	41	34	0.205882353	0.187211542	0.055035438	0.053574357	19.19	2.95438931	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_formosus	LC	stable	0	0	0.822696545	0.583977297	310	174	0.781609195	0.577516998	0.408781727	0.342725307	20.02	2.996731774	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_goldmani	NT	decreasing	0	1	0.915664246	0.677447272	37	11	2.363636364	1.21302264	0.351639136	0.301318031	23	3.135494216	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_hispidus	LC	stable	0	0	0.931057729	0.393507078	1144	195	4.866666667	1.769286613	1.366050779	0.861222227	37.24	3.617383452	4
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_intermedius	LC	stable	0	0	0.907209858	0.564704585	447	115	2.886956522	1.357626466	0.606521149	0.474071064	14.94	2.70404218	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_lineatus	DD	unknown	NA	NA	0.7171583	0.921159571	12	55	-0.781818182	-1.522426535	-0.221461381	-0.250336682	23	3.135494216	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_nelsoni	LC	stable	0	0	0.915739274	0.463733542	250	23	9.869565217	2.385966702	0.974710026	0.680421565	15.53	2.742773637	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_penicillatus	LC	stable	0	0	0.945544386	0.629127195	243	105	1.314285714	0.839101093	0.502946294	0.407427378	15.57	2.745345986	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_pernix	LC	stable	0	0	0.93671259	0.70765333	24	5	3.8	1.568615918	0.323688521	0.280422174	17	2.833213344	3
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_rudinoris	LC	stable	0	0	0.9458683	0.823802864	54	25	1.16	0.770108222	0.148173114	0.138172083	4.04825602	1.398286176	1
RODENTIA	HETEROMYIDAE	Chaetodipus	Chaetodipus_spinatus	LC	unknown	0	NA	0.943102097	0.749941285	79	27	1.925925926	1.073610986	0.257567914	0.229179629	16.34	2.793616089	3
CHIROPTERA	PHYLLOSTOMIDAE	Chiroderma	Chiroderma_salvini	LC	stable	0	0	0.979137849	0.731620883	80	6	12.33333333	2.590267165	0.338313151	0.291409978	26.3	3.269568939	3
CHIROPTERA	PHYLLOSTOMIDAE	Chiroderma	Chiroderma_villosum	LC	stable	0	0	0.852007878	0.848184384	18	18	0	0	0.004507858	0.004497728	23.81	3.17010566	3
DIDELPHIMORPHIA	DIDELPHIDAE	Chironectes	Chironectes_minimus	LC	decreasing	0	1	0.876908333	0.926846685	8	15	-0.466666667	-0.628608659	-0.053879841	-0.0553857	974.33	6.881750055	7
CHIROPTERA	PHYLLOSTOMIDAE	Choeronycteris	Choeronycteris_mexicana	NT	unknown	0	NA	0.96138009	0.580759577	521	82	5.353658537	1.849030794	0.655383964	0.504032984	17.26	2.848391686	3
EULIPOTYPHLA	TALPIDAE	Condylura	Condylura_cristata	LC	stable	0	0	0.677397515	0.210451327	2030	1025	0.980487805	0.68334318	2.218784716	1.169003871	48.15	3.874321138	4
CARNIVORA	MEPHITIDAE	Conepatus	Conepatus_leuconotus	LC	decreasing	0	1	0.850683138	0.552315556	849	391	1.171355499	0.775351626	0.540212165	0.431920176	3293.91	8.099830588	8
CHIROPTERA	VESPERTILIONIDAE	Corynorhinus	Corynorhinus_mexicanus	NT	decreasing	0	1	0.87574483	0.568019299	268	47	4.70212766	1.740839379	0.541751893	0.432919363	9.725	2.27469989	2
CHIROPTERA	VESPERTILIONIDAE	Corynorhinus	Corynorhinus_rafinesquii	LC	increasing	0	0	0.949768648	0.391706064	564	53	9.641509434	2.364762338	1.424697332	0.885706705	9.15	2.213753879	2
CHIROPTERA	VESPERTILIONIDAE	Corynorhinus	Corynorhinus_townsendii	LC	stable	0	0	0.72446519	0.407167748	2193	1360	0.6125	0.47778577	0.779279409	0.576208456	10.3	2.332143895	2
RODENTIA	GEOMYIDAE	Cratogeomys	Cratogeomys_castanops	LC	stable	0	0	0.937384917	0.512536234	386	92	3.195652174	1.434048792	0.828914437	0.603722587	266.83	5.586611751	6
RODENTIA	GEOMYIDAE	Cratogeomys	Cratogeomys_fumosus	LC	stable	0	0	0.797102287	0.73172256	58	46	0.260869565	0.231801614	0.089350433	0.085581586	150	5.010635294	5
RODENTIA	GEOMYIDAE	Cratogeomys	Cratogeomys_goldmani	LC	stable	0	0	0.710747967	0.513810141	73	28	1.607142857	0.958254931	0.3832891	0.324464069	306.5	5.725217755	6
RODENTIA	GEOMYIDAE	Cratogeomys	Cratogeomys_merriami	LC	stable	0	0	0.706791653	0.911903138	6	38	-0.842105263	-1.84582669	-0.224926833	-0.254797845	419.99	6.040230901	6
EULIPOTYPHLA	SORICIDAE	Cryptotis	Cryptotis_alticola	DD	unknown	NA	NA	0.808096015	0.642141196	40	10	3	1.386294361	0.258439764	0.229872671	8.417492407	2.13031197	2
EULIPOTYPHLA	SORICIDAE	Cryptotis	Cryptotis_goldmani	LC	stable	0	0	0.929473552	0.92990691	8	10	-0.2	-0.223143551	-0.000466023	-0.000466132	6.73	1.906575144	2
EULIPOTYPHLA	SORICIDAE	Cryptotis	Cryptotis_mexicana	LC	decreasing	0	1	0.759580951	0.96404822	4	21	-0.80952381	-1.658228077	-0.212092366	-0.238374412	7	1.945910149	2
EULIPOTYPHLA	SORICIDAE	Cryptotis	Cryptotis_obscura	LC	decreasing	0	1	0.661850513	0.890360011	5	48	-0.895833333	-2.261763098	-0.256648429	-0.296586169	6.9	1.931521412	2
EULIPOTYPHLA	SORICIDAE	Cryptotis	Cryptotis_parva	LC	stable	0	0	0.763847342	0.292929958	1688	678	1.489675516	0.912152387	1.607610864	0.958434424	4.97	1.60341984	2
CHIROPTERA	MOLOSSIDAE	Cynomops	Cynomops_mexicanus	LC	unknown	0	NA	0.916885544	0.967612908	4	4	0	0	-0.052425266	-0.05384947	19.065	2.947854193	3
RODENTIA	SCIURIDAE	Cynomys	Cynomys_gunnisoni	LC	decreasing	0	1	0.54939354	0.428818993	303	381	-0.204724409	-0.22906657	0.281178187	0.247780113	797.93	6.682020874	7
RODENTIA	SCIURIDAE	Cynomys	Cynomys_leucurus	LC	decreasing	0	1	0.781925459	0.309652443	212	46	3.608695652	1.527944878	1.525171286	0.926308897	963.76	6.870842301	7
RODENTIA	SCIURIDAE	Cynomys	Cynomys_ludovicianus	LC	decreasing	0	1	0.891593444	0.370539907	994	254	2.913385827	1.36440294	1.40620086	0.878049097	797.05	6.680917412	7
RODENTIA	SCIURIDAE	Cynomys	Cynomys_mexicanus	EN	unknown	1	NA	0.573963631	0.774511139	11	261	-0.957854406	-3.166625135	-0.258934311	-0.299666008	899.98	6.802372541	7
RODENTIA	SCIURIDAE	Cynomys	Cynomys_parvidens	EN	decreasing	1	1	0.850355722	0.795729148	31	12	1.583333333	0.949080555	0.068649708	0.066395896	899.98	6.802372541	7
CINGULATA	DASYPODIDAE	Dasypus	Dasypus_novemcinctus	LC	stable	0	0	0.947734797	0.376593921	1340	176	6.613636364	2.029940898	1.516596112	0.922907239	3949.01	8.281220194	8
CHIROPTERA	PHYLLOSTOMIDAE	Desmodus	Desmodus_rotundus	LC	stable	0	0	0.921632949	0.614865075	214	29	6.379310345	1.998680185	0.498919009	0.404744187	33.16	3.50134433	4
CHIROPTERA	EMBALLONURIDAE	Diclidurus	Diclidurus_albus	LC	unknown	0	NA	0.328359636	0.327586916	35	30	0.166666667	0.15415068	0.002358825	0.002356047	16.56	2.806990149	3
RODENTIA	CRICETIDAE	Dicrostonyx	Dicrostonyx_groenlandicus	LC	unknown	0	NA	0.814882076	0.330096742	4082	1064	2.836466165	1.344551673	1.468615935	0.903657643	58.44	4.068000587	4
RODENTIA	CRICETIDAE	Dicrostonyx	Dicrostonyx_hudsonius	LC	stable	0	0	0.860591261	0.105650349	430	26	15.53846154	2.805688671	7.145654729	2.097484623	57	4.043051268	4
RODENTIA	CRICETIDAE	Dicrostonyx	Dicrostonyx_nelsoni	LC	stable	0	0	0.958580315	0.432425421	270	33	7.181818182	2.101914398	1.216752921	0.796043477	55	4.007333185	4
RODENTIA	CRICETIDAE	Dicrostonyx	Dicrostonyx_nunatakensis	LC	unknown	0	NA	0.850632003	0.213032306	66	10	5.6	1.887069649	2.992971868	1.384535783	54.4	3.996364154	4
RODENTIA	CRICETIDAE	Dicrostonyx	Dicrostonyx_richardsoni	LC	stable	0	0	0.8367334	0.122697779	434	59	6.355932203	1.99550709	5.819466542	1.919781249	55	4.007333185	4
RODENTIA	CRICETIDAE	Dicrostonyx	Dicrostonyx_unalascensis	DD	unknown	NA	NA	0.904535894	0.964348688	5	6	-0.166666667	-0.182321557	-0.062024032	-0.064030951	59.76833333	4.090475978	4
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	Didelphis_marsupialis	LC	stable	0	0	0.874025605	0.759244644	47	15	2.133333333	1.142097401	0.151177834	0.140785622	1134.75	7.034167641	7
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	Didelphis_virginiana	LC	increasing	0	0	0.941385685	0.382020683	2208	490	3.506122449	1.505437016	1.464227009	0.901878172	2442.08	7.800605414	8
CHIROPTERA	PHYLLOSTOMIDAE	Diphylla	Diphylla_ecaudata	LC	stable	0	0	0.898048933	0.34308154	154	10	14.4	2.734367509	1.617596195	0.962256414	28.11	3.336125385	3
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_agilis	LC	decreasing	0	1	0.844863127	0.801433334	35	35	0	0	0.05419015	0.052772842	60.21	4.097838451	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_californicus	LC	stable	0	0	0.961281296	0.775658391	61	14	3.357142857	1.471816535	0.239310123	0.214554873	84.95	4.442062848	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_compactus	LC	stable	0	0	0.743267597	0.56456404	40	19	1.105263158	0.744440475	0.316533722	0.275002314	49.25	3.896909368	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_deserti	LC	stable	0	0	0.932670443	0.700528634	215	112	0.919642857	0.652139157	0.331380901	0.286216675	107.63	4.678699419	5
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_elator	VU	decreasing	1	1	0.691524966	0.659408543	18	23	-0.217391304	-0.245122458	0.048704894	0.047555968	105.82	4.661739537	5
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_heermanni	LC	unknown	0	NA	0.907068255	0.765049792	49	17	1.882352941	1.058606954	0.185632967	0.170276781	63.08	4.144403762	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_ingens	EN	decreasing	1	1	0.728517611	0.894058013	12	33	-0.636363636	-1.011600912	-0.185156219	-0.204758864	113.61	4.732771531	5
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_merriami	LC	stable	0	0	0.935205623	0.65163267	728	308	1.363636364	0.860201265	0.435173015	0.36128541	37.91	3.63521493	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_microps	LC	stable	0	0	0.691911607	0.65003714	301	293	0.027303754	0.026937656	0.064418576	0.062428712	56.26	4.029983803	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_nelsoni	LC	stable	0	0	0.896074737	0.54514899	121	18	5.722222222	1.905418788	0.643724475	0.496964689	87.93	4.476541043	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_nitratoides	VU	decreasing	1	1	0.744596818	0.897342482	12	33	-0.636363636	-1.011600912	-0.170220029	-0.186594709	41.59	3.727859754	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_ordii	LC	stable	0	0	0.877001149	0.472635284	1748	693	1.522366522	0.925197557	0.855555812	0.61818428	50.4	3.919991175	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_panamintinus	LC	stable	0	0	0.849695435	0.750896221	80	66	0.212121212	0.192371893	0.131575058	0.123610518	73.67	4.299595661	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_phillipsii	LC	stable	0	0	0.808038351	0.629209195	97	13	6.461538462	2.009761621	0.284212559	0.250145736	41	3.713572067	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_simulans	LC	unknown	0	NA	0.879230313	0.804809482	61	52	0.173076923	0.159630146	0.092470123	0.0884413	57.7	4.055257174	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_spectabilis	NT	decreasing	0	1	0.834790857	0.581085991	447	249	0.795180723	0.585105698	0.436604684	0.362282471	124.61	4.82518886	5
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_stephensi	EN	decreasing	1	1	0.677792276	0.903371883	6	23	-0.739130435	-1.343734747	-0.249708465	-0.287293435	68.49	4.226687749	4
RODENTIA	HETEROMYIDAE	Dipodomys	Dipodomys_venustus	LC	decreasing	0	1	0.663780483	0.717734783	19	13	0.461538462	0.379489622	-0.075173032	-0.07814862	81.52	4.400848389	4
CARNIVORA	MUSTELIDAE	Eira	Eira_barbara	LC	decreasing	0	1	0.961780002	0.691556186	80	3	25.66666667	3.283414346	0.390747449	0.329841336	4134.99	8.327240189	8
CHIROPTERA	PHYLLOSTOMIDAE	Enchisthenes	Enchisthenes_hartii	LC	unknown	0	NA	0.97415219	0.802497115	46	9	4.111111111	1.631416819	0.213901173	0.193839284	16.99	2.832624936	3
CARNIVORA	MUSTELIDAE	Enhydra	Enhydra_lutris	EN	decreasing	1	1	0.860876256	0.459209954	255	57	3.473684211	1.498212277	0.874689886	0.628443251	27410.93	10.21869712	10
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_furinalis	LC	unknown	0	NA	0.825977905	0.683071228	64	20	2.2	1.16315081	0.209211969	0.189968882	7.7	2.041220329	2
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	Eptesicus_fuscus	LC	increasing	0	0	0.953968692	0.367457737	5050	1378	2.664731495	1.298755071	1.596131737	0.954022544	17.49	2.861629289	3
RODENTIA	ERETHIZONTIDAE	Erethizon	Erethizon_dorsatum	LC	stable	0	0	0.804549115	0.273278472	7382	2379	2.102984447	1.132364373	1.944063288	1.079790698	7419.46	8.911861557	9
CHIROPTERA	VESPERTILIONIDAE	Euderma	Euderma_maculatum	LC	stable	0	0	0.822759452	0.516942676	1168	531	1.199623352	0.788286142	0.591587405	0.464731886	16.17	2.783157674	3
CHIROPTERA	MOLOSSIDAE	Eumops	Eumops_glaucinus	LC	unknown	0	NA	0.772275287	0.693738078	32	14	1.285714286	0.826678573	0.113208733	0.107246595	36.2	3.589059119	4
CHIROPTERA	MOLOSSIDAE	Eumops	Eumops_perotis	LC	decreasing	0	1	0.631174738	0.415564522	621	465	0.335483871	0.289293676	0.518836918	0.417944856	50.97	3.931237224	4
CHIROPTERA	MOLOSSIDAE	Eumops	Eumops_underwoodi	LC	unknown	0	NA	0.952146363	0.680789256	158	48	2.291666667	1.191394022	0.398591934	0.335465969	58.67	4.071928523	4
CARNIVORA	MUSTELIDAE	Galictis	Galictis_vittata	LC	stable	0	0	0.743241758	0.939124247	5	20	-0.75	-1.386294361	-0.208579951	-0.233926416	3200	8.070906089	8
RODENTIA	GEOMYIDAE	Geomys	Geomys_arenarius	NT	unknown	0	NA	0.894694473	0.62098022	88	30	1.933333333	1.076139433	0.440777731	0.365183059	206	5.327876169	5
RODENTIA	GEOMYIDAE	Geomys	Geomys_attwateri	LC	stable	0	0	0.597031124	0.364158324	65	17	2.823529412	1.341173926	0.639482295	0.494380518	144.06	4.970229879	5
RODENTIA	GEOMYIDAE	Geomys	Geomys_breviceps	LC	stable	0	0	0.765359431	0.269071464	141	5	27.2	3.339321978	1.844446676	1.045368559	136.47	4.91610481	5
RODENTIA	GEOMYIDAE	Geomys	Geomys_bursarius	LC	stable	0	0	0.857390869	0.330761886	958	222	3.315315315	1.462170396	1.592169491	0.952495167	203.75	5.316893752	5
RODENTIA	GEOMYIDAE	Geomys	Geomys_knoxjonesi	LC	unknown	0	NA	0.81356326	0.409966476	42	11	2.818181818	1.339774345	0.984462897	0.685348297	172.49	5.150339264	5
RODENTIA	GEOMYIDAE	Geomys	Geomys_personatus	LC	unknown	0	NA	0.62724712	0.502334612	92	62	0.483870968	0.394654192	0.24866395	0.222074139	397	5.983936281	6
RODENTIA	GEOMYIDAE	Geomys	Geomys_pinetis	LC	unknown	0	NA	0.725496072	0.229157688	130	4	31.5	3.481240089	2.165925085	1.152445299	201.15	5.304050898	5
RODENTIA	GEOMYIDAE	Geomys	Geomys_texensis	LC	unknown	0	NA	0.569141952	0.726572439	12	28	-0.571428571	-0.84729786	-0.216675556	-0.244208309	203.751	5.31689866	5
RODENTIA	SCIURIDAE	Glaucomys	Glaucomys_sabrinus	LC	stable	0	0	0.787364168	0.144335537	5625	774	6.26744186	1.983404353	4.455095694	1.696550162	137.53	4.923842075	5
RODENTIA	SCIURIDAE	Glaucomys	Glaucomys_volans	LC	stable	0	0	0.933407106	0.379196081	1793	519	2.454720617	1.23974159	1.46154207	0.900788011	71.9	4.275276265	4
CHIROPTERA	PHYLLOSTOMIDAE	Glossophaga	Glossophaga_commissarisi	LC	stable	0	0	0.950949993	0.839149657	33	12	1.75	1.011600912	0.13323051	0.125072412	9.15	2.213753879	2
CHIROPTERA	PHYLLOSTOMIDAE	Glossophaga	Glossophaga_leachii	LC	stable	0	0	0.842489575	0.671372401	25	8	2.125	1.139434283	0.254876687	0.22703731	10.24	2.32630162	2
CHIROPTERA	PHYLLOSTOMIDAE	Glossophaga	Glossophaga_morenoi	LC	stable	0	0	0.828923673	0.689493361	33	13	1.538461538	0.931558204	0.202221398	0.184171011	8.54	2.144761008	2
CHIROPTERA	PHYLLOSTOMIDAE	Glossophaga	Glossophaga_soricina	LC	stable	0	0	0.947019401	0.671428679	164	17	8.647058824	2.266653084	0.4104542	0.34391178	9.97	2.299580584	2
CHIROPTERA	PHYLLOSTOMIDAE	Glyphonycteris	Glyphonycteris_sylvestris	LC	unknown	0	NA	0.697849324	0.812046772	15	37	-0.594594595	-0.902867712	-0.140629151	-0.151554728	8.91	2.187174241	2
CARNIVORA	MUSTELIDAE	Gulo	Gulo_gulo	LC	decreasing	0	1	0.697525474	0.29510378	7091	2814	1.519900498	0.924219416	1.363661601	0.860211942	12792.49	9.456613559	9
RODENTIA	CRICETIDAE	Handleyomys	Handleyomys_alfaroi	LC	stable	0	0	0.85118984	0.884036548	35	46	-0.239130435	-0.273293335	-0.037155373	-0.037863222	33.3	3.505557397	4
RODENTIA	CRICETIDAE	Handleyomys	Handleyomys_chapmani	LC	unknown	0	NA	0.837321662	0.878698864	19	29	-0.344827586	-0.422856851	-0.047089172	-0.048233949	49.995	3.911923	4
RODENTIA	CRICETIDAE	Handleyomys	Handleyomys_rostratus	LC	stable	0	0	0.925616667	0.923847955	6	4	0.5	0.405465108	0.001914505	0.001912674	42.5	3.749504076	4
RODENTIA	CRICETIDAE	Hodomys	Hodomys_alleni	LC	stable	0	0	0.920578407	0.804829188	25	13	0.923076923	0.653926467	0.143818366	0.13437211	367.59	5.906968187	6
CHIROPTERA	PHYLLOSTOMIDAE	Hylonycteris	Hylonycteris_underwoodi	LC	stable	0	0	0.766466053	0.790419461	19	17	0.117647059	0.111225635	-0.030304679	-0.030773359	7.5	2.014903021	2
