"Order" "Family" "Genus" "Species" "Red_List_Status" "Population_trend" "IUCN.NUM" "POP.NUM" "Suit0k" "Suit21k" "DeltaSuit" "LogDS" "Range0k" "Range21k" "DeltaRange" "LogDR" "AdultBodyMass_g" "LogBMg" "GroupBMg"
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_dayi" "LC" "stable" 0 0 0.786937100889313 0.682314090765397 0.153335555486702 0.142658227122241 190 101 0.881188118811881 0.631903555319227 32.49 3.48093234968101 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_dolores" "LC" "stable" 0 0 0.842431422352941 0.881298530128076 -0.0441020907744923 -0.045104161146209 58 73 -0.205479452054795 -0.230016430601972 50.49 3.92177529687082 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_fumeus" "LC" "stable" 0 0 0.938655149143541 0.767778602844576 0.222559661946656 0.2009467444044 102 29 2.51724137931034 1.2576769832978 22.69 3.12192429879175 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_iniscatus" "LC" "stable" 0 0 0.918392870498364 0.795824128876292 0.154014859784586 0.143247044766075 284 135 1.1037037037037 0.743699459722777 28.7 3.35689712276558 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_juninensis" "LC" "stable" 0 0 0.956146351776722 0.839824441571868 0.138507412319578 0.129718117101762 69 40 0.725 0.545227050483323 38.99 3.66330520299451 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_kofordi" "LC" "unknown" 0 NA 0.914326971052632 0.855820402069002 0.0683631388573894 0.0661277004018315 36 21 0.714285714285714 0.538996500732687 29.49 3.38405122282718 3
"RODENTIA" "CRICETIDAE" "Neomicroxus" "Akodon_latebricola" "VU" "decreasing" 1 1 0.715186099242375 0.873540846176251 -0.181279155550702 -0.200012102499639 10 28 -0.642857142857143 -1.02961941718116 38.99 3.66330520299451 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_lutescens" "LC" "stable" 0 0 0.922890854838627 0.799261922023522 0.154678872355271 0.143822272722691 140 76 0.842105263157895 0.610909082322973 20.69 3.02965049175745 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_mimus" "LC" "stable" 0 0 0.931226318032787 0.862028014391359 0.0802738454971048 0.0772145696405283 54 36 0.5 0.405465108108164 23.99 3.1776370768516 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_molinae" "LC" "decreasing" 0 1 0.874683098741774 0.792854374707273 0.10320776001862 0.0982220815717623 240 78 2.07692307692308 1.1239300966524 32.99 3.49620448524049 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_mollis" "LC" "stable" 0 0 0.902692293705201 0.851867749617512 0.0596624817766715 0.0579504440014254 135 127 0.062992125984252 0.0610876919798381 30.39 3.4141136069287 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_montensis" "LC" "decreasing" 0 1 0.832326913637702 0.735543129677773 0.131581385312277 0.123616110426868 436 352 0.238636363636364 0.214011067750937 34.65 3.54529772563591 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_orophilus" "LC" "stable" 0 0 0.908016236077608 0.869818522547763 0.0439145782018541 0.04297766446714 27 20 0.35 0.300104592450338 38.99 3.66330520299451 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_paranaensis" "LC" "unknown" 0 NA 0.933074615294118 0.821640148389236 0.135624417968548 0.127182647647351 151 75 1.01333333333333 0.699791723278614 32.51675676 3.48175554907887 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_reigi" "LC" "stable" 0 0 0.874816285245902 0.804738899686011 0.0870808974031621 0.0834960280038493 43 34 0.264705882352941 0.234839591077401 32.51675676 3.48175554907887 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_serrensis" "LC" "unknown" 0 NA 0.812641736960988 0.72430912002628 0.121954307204503 0.115072081854579 194 155 0.251612903225806 0.224433042144081 28.3 3.34286180464919 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_siberiae" "NT" "decreasing" 0 1 0.9235833125 0.849363465570572 0.087382904890511 0.0837738045195791 20 10 1 0.693147180559945 34.6 3.54385368206368 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_simulator" "LC" "stable" 0 0 0.921387537589279 0.792878547561984 0.162079035209675 0.150210672648262 90 58 0.551724137931034 0.439366659783846 42.5 3.74950407593037 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_spegazzinii" "LC" "stable" 0 0 0.846905214982759 0.838546822411404 0.00996771122132307 0.0099183612543469 46 52 -0.115384615384615 -0.122602322092332 28.6 3.35340671782581 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_subfuscus" "LC" "stable" 0 0 0.84615367286598 0.888481467082964 -0.0476406045428876 -0.0488127991956342 120 168 -0.285714285714286 -0.336472236621213 30.39 3.4141136069287 3
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_surdus" "VU" "decreasing" 1 1 0.818430243184888 0.939886342050275 -0.129224240667698 -0.138370787248181 11 26 -0.576923076923077 -0.860201265223111 38.99 3.66330520299451 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_sylvanus" "LC" "stable" 0 0 0.935436340048648 0.833542818155558 0.122241496985791 0.115328021895389 34 23 0.478260869565217 0.390866308687012 38.99 3.66330520299451 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_toba" "LC" "stable" 0 0 0.938527203996872 0.668022847431532 0.404932791753152 0.339989466590439 219 57 2.84210526315789 1.34602046198195 51.2 3.93573953204546 4
"RODENTIA" "CRICETIDAE" "Akodon" "Akodon_torques" "LC" "stable" 0 0 0.897971487526984 0.826175705060024 0.086901348015001 0.0833308478245283 74 48 0.541666666666667 0.432864082296279 38.99 3.66330520299451 4
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_arctoidea" "LC" "unknown" 0 NA 0.749847654377948 0.659165597861526 0.137570978841454 0.12889526887773 214 147 0.45578231292517 0.375543428243115 6361.288889 8.75798629130546 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_belzebul" "VU" "decreasing" 1 1 0.807700903293732 0.459101124819863 0.759309353926433 0.564921319494312 541 245 1.20816326530612 0.792161068301755 6157.91 8.72549271324286 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_caraya" "LC" "decreasing" 0 1 0.89367914061406 0.775768770913433 0.151991642511973 0.141492307483471 1288 1024 0.2578125 0.229374101064846 5576.96 8.62639910404897 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_discolor" "VU" "decreasing" 1 1 0.886195675860656 0.431057064353746 1.05586626260091 0.720697298104149 233 11 20.1818181818182 3.05314318076733 6361.288889 8.75798629130546 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_guariba" "LC" "decreasing" 0 1 0.798895620869358 0.699438102797127 0.142196311116723 0.132952997613506 484 431 0.122969837587007 0.115976816612884 5188.33 8.55416715174032 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_juara" "LC" "decreasing" 0 1 0.800109190650915 0.6353407724738 0.259338649927287 0.230586702155039 1133 791 0.43236409608091 0.359326293260352 6361.288889 8.75798629130546 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_macconnelli" "LC" "unknown" 0 NA 0.817699948602151 0.648594273795448 0.260726438143108 0.231688093037902 759 626 0.212460063897764 0.192651406295531 7250 8.88875674784872 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_nigerrima" "LC" "unknown" 0 NA 0.794779351893204 0.641038216987313 0.239831465319538 0.214975455314767 163 115 0.417391304347826 0.348818072443512 6320 8.7514744871409 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_palliata" "LC" "unknown" 0 NA 0.788439259536571 0.441491979751994 0.785851829017308 0.57989551653642 490 141 2.47517730496454 1.2456455007265 6576.99 8.79133247285014 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_pigra" "EN" "decreasing" 1 1 0.893732325796606 0.672191502089642 0.329579923307956 0.284863045206575 91 34 1.67647058823529 0.984498981900689 7172.06 8.87794820055729 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_puruensis" "LC" "unknown" 0 NA 0.911419147047244 0.462402717766625 0.971050584324718 0.678566692135892 488 132 2.6969696969697 1.30751348326678 6361.288889 8.75798629130546 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_sara" "LC" "decreasing" 0 1 0.743449203716325 0.643665700154083 0.15502380123464 0.144120950890991 214 189 0.132275132275132 0.124228999962209 6611.04 8.79649625783713 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_seniculus" "LC" "decreasing" 0 1 0.80147803590602 0.63046392307248 0.271251227191757 0.240001633722749 1140 783 0.455938697318008 0.375650845397738 6398.31 8.76378917197712 9
"PRIMATES" "ATELIDAE" "Alouatta" "Alouatta_ululata" "EN" "decreasing" 1 1 0.934383664583333 0.582623592463408 0.603751850543226 0.472345790832141 44 8 4.5 1.70474809223843 6361.288889 8.75798629130546 9
"CHIROPTERA" "PHYLLOSTOMIDAE" "Ametrida" "Ametrida_centurio" "LC" "unknown" 0 NA 0.853609696324783 0.479396218885936 0.780593301942343 0.576946624464603 2317 778 1.97814910025707 1.09130200025398 10.61 2.36179695262589 2
"RODENTIA" "SCIURIDAE" "Ammospermophilus" "Ammospermophilus_leucurus" "LC" "stable" 0 0 0.872074718137062 0.701798001037961 0.242629242099951 0.217229491365853 597 427 0.398126463700234 0.335133100163978 103.92 4.64362137236234 5
"CHIROPTERA" "FURIPTERIDAE" "Amorphochilus" "Amorphochilus_schnablii" "VU" "stable" 1 0 0.895472083092179 0.798563370359099 0.121353816528677 0.114536720096811 130 91 0.428571428571429 0.356674943938732 3.3 1.19392246847243 1
"RODENTIA" "CRICETIDAE" "Andalgalomys" "Andalgalomys_olrogi" "LC" "unknown" 0 NA 0.821448370837838 0.713647751652652 0.151055781981437 0.140679592493676 100 70 0.428571428571429 0.356674943938732 32.9 3.49347265777133 3
"RODENTIA" "CRICETIDAE" "Andalgalomys" "Andalgalomys_pearsoni" "LC" "stable" 0 0 0.919656384693878 0.595643470733949 0.543971234269859 0.434357820774795 90 25 2.6 1.28093384546206 25.4 3.23474917402449 3
"RODENTIA" "CRICETIDAE" "Andinomys" "Andinomys_edax" "LC" "stable" 0 0 0.943276818994413 0.804186013660317 0.172958498371556 0.159529188288013 167 85 0.964705882352941 0.675342555926439 69.75 4.24491742070147 4
"RODENTIA" "CRICETIDAE" "Anotomys" "Anotomys_leander" "VU" "decreasing" 1 1 0.786555883550488 0.917895056111617 -0.143087351529605 -0.154419292685001 8 18 -0.555555555555556 -0.810930216216329 66.39 4.19554644273107 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Anoura" "Anoura_caudifer" "LC" "unknown" 0 NA 0.70792864606539 0.771450140207947 -0.0823403753941047 -0.0859287364136962 3451 4280 -0.193691588785047 -0.215288965477839 10.81 2.38047163165112 2
"CHIROPTERA" "PHYLLOSTOMIDAE" "Anoura" "Anoura_cultrata" "LC" "decreasing" 0 1 0.670429087807662 0.731998437926847 -0.0841113135344396 -0.0878604430181287 626 843 -0.257413997627521 -0.297616586901757 17.39 2.85589532836619 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Anoura" "Anoura_geoffroyi" "LC" "stable" 0 0 0.786775651061472 0.773924137698125 0.0166056500079862 0.0164692837645678 3066 4679 -0.344731780294935 -0.422710631434457 15.15 2.71800053195538 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Anoura" "Anoura_latidens" "LC" "stable" 0 0 0.643910014293898 0.748532122715756 -0.139769697581284 -0.150555132074731 491 696 -0.294540229885057 -0.348905532539899 15.06 2.71204222237175 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Anoura" "Anoura_luismanueli" "LC" "stable" 0 0 0.855333151549519 0.65273648116511 0.310380492327902 0.270317547198702 64 18 2.55555555555556 1.26851132546351 14.6025 2.68119274693233 3
"CHIROPTERA" "VESPERTILIONIDAE" "Antrozous" "Antrozous_pallidus" "LC" "stable" 0 0 0.788147686493915 0.564803835987016 0.395436143093109 0.333207013787895 1898 1316 0.442249240121581 0.366203867284611 22.24 3.10189246938238 3
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_azarae" "LC" "decreasing" 0 1 0.739245874888908 0.557409300495797 0.326217331198768 0.2823307781818 2135 1633 0.307409675443968 0.26804783269226 929.57 6.83472211363197 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_brumbacki" "VU" "decreasing" 1 1 0.81199218137293 0.702049711194748 0.15660211581183 0.145486496077875 67 29 1.31034482758621 0.837396789404492 800 6.68461172766793 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_griseimembra" "VU" "decreasing" 1 1 0.741609137568721 0.633086938501163 0.171417529675284 0.158214579283518 181 156 0.16025641025641 0.148641024016289 966 6.87316383421252 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_lemurinus" "VU" "decreasing" 1 1 0.881375673983476 0.707723589863895 0.245367098972887 0.219430345067174 144 59 1.44067796610169 0.892275855670281 865.96 6.76383871811923 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_miconax" "VU" "decreasing" 1 1 0.717401965364395 0.793521323252768 -0.0959260396133375 -0.100844107349575 72 109 -0.339449541284404 -0.414681763213088 800 6.68461172766793 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_nancymaae" "VU" "decreasing" 1 1 0.844219239856915 0.695818817902693 0.213274516491986 0.193322916386876 257 158 0.626582278481013 0.486481051868253 791.03 6.67333589372355 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_nigriceps" "LC" "unknown" 0 NA 0.700704382192909 0.477229772941815 0.468274659130164 0.384088010191881 957 742 0.289757412398922 0.254454148285574 1057 6.96318998587024 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_trivirgatus" "LC" "unknown" 0 NA 0.801699525627515 0.608813755663216 0.316822292811333 0.275221480332096 423 265 0.59622641509434 0.467642353060056 912.4 6.81607849041023 7
"PRIMATES" "AOTIDAE" "Aotus" "Aotus_vociferans" "LC" "decreasing" 0 1 0.883846145741079 0.652181358862958 0.355215284414163 0.303960323197805 548 324 0.691358024691358 0.525531771155686 872.99 6.77192410102027 7
"CHIROPTERA" "PHYLLOSTOMIDAE" "Ardops" "Ardops_nichollsi" "LC" "unknown" 0 NA 0.724308792805197 0.902984297179583 -0.197872216529643 -0.22048735279704 8 23 -0.652173913043478 -1.05605267424931 19.23 2.95647155960069 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Ariteus" "Ariteus_flavescens" "LC" "unknown" 0 NA 0.737679139655172 0.905838091353997 -0.185639081977079 -0.205351623012567 6 20 -0.7 -1.20397280432594 22.96761263 3.13408507703739 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_amplus" "LC" "unknown" 0 NA 0.712822784206472 0.682006753334581 0.0451843485731191 0.0441932799761566 687 624 0.100961538461538 0.0961839238529218 61.04 4.1115293869762 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_anderseni" "LC" "unknown" 0 NA 0.787105908847125 0.636455180064422 0.23670280877823 0.21244881295132 1474 1326 0.111613876319759 0.105812902003474 29.86285714 3.39661547206137 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_aztecus" "LC" "unknown" 0 NA 0.885285491096454 0.648145550921579 0.365874516669433 0.311794895047217 403 140 1.87857142857143 1.05729413933738 20.81 3.03543364040554 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_cinereus" "LC" "unknown" 0 NA 0.580488751426125 0.3396907628111 0.708874114274727 0.535834740960896 2939 2292 0.282286212914485 0.248644588584287 12.7 2.54160199346455 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_concolor" "LC" "stable" 0 0 0.906952051902024 0.592633135523764 0.530376885019208 0.425514035147986 2165 1194 0.81323283082077 0.595111346484043 19.65 2.97807733831527 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_fimbriatus" "LC" "stable" 0 0 0.796582315081776 0.690256892528721 0.154037465911477 0.143266633686691 635 506 0.254940711462451 0.227088329605226 63.89 4.15716285461425 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_fraterculus" "LC" "decreasing" 0 1 0.929668125779507 0.839003186671885 0.108062687422281 0.10261316382059 150 118 0.271186440677966 0.239950669630591 29.86285714 3.39661547206137 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_glaucus" "LC" "unknown" 0 NA 0.62100162917636 0.756449295983727 -0.179057165531794 -0.197301801103497 1283 2081 -0.383469485824123 -0.483647461777998 12.31 2.51041194019636 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_gnomus" "LC" "unknown" 0 NA 0.87093178437478 0.692393232488798 0.25785715906585 0.229409605778824 3534 2846 0.241742796907941 0.216515874229844 10.06 2.30856716467159 2
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_hirsutus" "LC" "stable" 0 0 0.93609661303693 0.626432908563488 0.494328602856371 0.401677010889902 113 26 3.34615384615385 1.46929128069086 40.42 3.69932471197547 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_jamaicensis" "LC" "stable" 0 0 0.786312883481322 0.639847930122153 0.228905879763035 0.206124244871006 1162 1020 0.13921568627451 0.13034003113354 43.63 3.77574498713552 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_lituratus" "LC" "stable" 0 0 0.931119489375408 0.781407957365493 0.191592023857379 0.175290248193583 4669 4216 0.107447817836812 0.102058104749739 59.3 4.08260930600368 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_obscurus" "LC" "unknown" 0 NA 0.865303166057856 0.739169875204405 0.17064181737462 0.15755216026326 3920 3410 0.149560117302053 0.139379362506946 35.91 3.58101580823799 4
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_phaeotis" "LC" "stable" 0 0 0.81830092639457 0.752484782055262 0.0874650835589582 0.0838493763930366 2031 2021 0.0049480455220188 0.00493584417676365 11.69 2.45873377548398 2
"CHIROPTERA" "PHYLLOSTOMIDAE" "Artibeus" "Artibeus_planirostris" "LC" "stable" 0 0 0.650999254327131 0.512486311755058 0.270276374987894 0.23923449489582 4565 4143 0.101858556601496 0.096998350951667 29.86285714 3.39661547206137 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_toltecus" "LC" "unknown" 0 NA 0.615157061404655 0.503611026296487 0.22149244016452 0.200073422719445 4403 4908 -0.102893235533822 -0.108580400075048 15.47 2.73890266458497 3
"CHIROPTERA" "PHYLLOSTOMIDAE" "Dermanura" "Artibeus_watsoni" "LC" "stable" 0 0 0.374523287641788 0.340594352874341 0.099616844733667 0.0949617961563948 2729 2400 0.137083333333333 0.128466504372302 11.2 2.41591377830105 2
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_belzebuth" "EN" "decreasing" 1 1 0.748049280636026 0.722055915138439 0.0359991033278958 0.0353662783233026 558 570 -0.0210526315789474 -0.0212773984472849 6692.42 8.80873082164357 9
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_chamek" "EN" "decreasing" 1 1 0.832547194419075 0.527950742742484 0.576941042064529 0.455486921146657 1007 554 0.817689530685921 0.597566205971279 7053.92 8.86133876964861 9
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_fusciceps" "CR" "decreasing" 1 1 0.775762532893655 0.573570673371656 0.352514291453296 0.301965298376422 178 101 0.762376237623762 0.566663033450826 9067.94 9.11250039493151 9
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_geoffroyi" "EN" "decreasing" 1 1 0.812893799422504 0.64783727827714 0.254780832594746 0.226960921950541 408 303 0.346534653465347 0.297534368894792 7582.4 8.93358505121332 9
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_hybridus" "CR" "decreasing" 1 1 0.646195182181427 0.661729624594887 -0.0234755130132949 -0.0237554527005401 187 250 -0.252 -0.29035230100766 8500 9.04782144247841 9
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_marginatus" "EN" "decreasing" 1 1 0.87077759549375 0.477237990303392 0.824619190396337 0.601371302464817 287 25 10.48 2.44060639089142 6229.28 8.73701603527936 9
"PRIMATES" "ATELIDAE" "Ateles" "Ateles_paniscus" "VU" "decreasing" 1 1 0.910489167424194 0.623507292829393 0.460270277341129 0.378621540053907 394 159 1.47798742138365 0.907446707077702 8697.25 9.07076216272106 9
"CARNIVORA" "CANIDAE" "Atelocynus" "Atelocynus_microtis" "NT" "decreasing" 0 1 0.368756230539208 0.271146587081259 0.359988464205514 0.307476217510158 4365 4038 0.0809806835066865 0.0778686694009197 8363.22 9.03159879938492 9
"RODENTIA" "CRICETIDAE" "Auliscomys" "Auliscomys_boliviensis" "LC" "stable" 0 0 0.896397574351924 0.888310784098324 0.00910355969820686 0.00906237207919747 113 81 0.395061728395062 0.332938664039902 70.91 4.2614114673159 4
"RODENTIA" "CRICETIDAE" "Auliscomys" "Auliscomys_pictus" "LC" "stable" 0 0 0.9623155814847 0.879845730878653 0.093732171120145 0.0895958578666764 157 88 0.784090909090909 0.578908990870102 48.97 3.89120786571423 4
"RODENTIA" "CRICETIDAE" "Auliscomys" "Auliscomys_sublimis" "LC" "stable" 0 0 0.916254374049965 0.856965431249659 0.069184754294988 0.0668964461976033 201 114 0.763157894736842 0.56710645966458 38 3.63758615972639 4
"RODENTIA" "CRICETIDAE" "Baiomys" "Baiomys_musculus" "LC" "stable" 0 0 0.733858599427024 0.578982925503253 0.267496098937897 0.237043378717437 361 179 1.01675977653631 0.701492152492126 8.99 2.19611284848353 2
