Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
DASYUROMORPHIA	DASYURIDAE	Antechinus	Antechinus_flavipes	LC	stable	0	0	0.899138798	0.585676276	522	202	1.584158416	0.94939989	0.535214647	0.428670206	44.33	3.791661649	4
DASYUROMORPHIA	DASYURIDAE	Antechinus	Antechinus_minimus	LC	decreasing	0	1	0.938132013	0.796351524	60	20	2	1.098612289	0.178037568	0.163849976	52.56	3.961955374	4
DASYUROMORPHIA	DASYURIDAE	Antechinus	Antechinus_stuartii	LC	stable	0	0	0.920364763	0.559857298	61	16	2.8125	1.338285142	0.64392742	0.497088147	29.01	3.367640598	3
DASYUROMORPHIA	DASYURIDAE	Antechinus	Antechinus_subtropicus	LC	decreasing	0	1	0.86788332	0.771617119	9	8	0.125	0.117783036	0.124759026	0.117568814	46.86444444	3.847259274	4
DASYUROMORPHIA	DASYURIDAE	Antechinus	Antechinus_swainsonii	LC	unknown	0	NA	0.940736222	0.76194695	182	65	1.8	1.029619417	0.234647927	0.21078585	58.69	4.072269355	4
CHIROPTERA	HIPPOSIDERIDAE	Anthops	Anthops_ornatus	DD	unknown	NA	NA	0.912158386	0.734785609	31	7	3.428571429	1.488077055	0.241393917	0.216234875	19.66146341	2.978660548	3
CHIROPTERA	HIPPOSIDERIDAE	Aselliscus	Aselliscus_tricuspidatus	LC	stable	0	0	0.815564714	0.567212866	231	73	2.164383562	1.151958269	0.437845936	0.363146116	4.08	1.406096988	1
CETARTIODACTYLA	SUIDAE	Babyrousa	Babyrousa_babyrussa	VU	decreasing	1	1	0.560889791	0.911187834	5	51	-0.901960784	-2.32238772	-0.384441089	-0.485224626	92950.09	11.43981796	11
CETARTIODACTYLA	SUIDAE	Babyrousa	Babyrousa_celebensis	VU	NA	1	NA	0.901313865	0.621187385	81	40	1.025	0.705569701	0.450953266	0.372220765	80000	11.28978191	11
RODENTIA	MURIDAE	Baiyankamys	Baiyankamys_shawmayeri	LC	stable	0	0	0.754810198	0.822990482	46	40	0.15	0.139761942	-0.082844561	-0.086478312	141.0605074	4.949188929	5
DIPROTODONTIA	POTOROIDAE	Bettongia	Bettongia_gaimardi	NT	unknown	0	NA	0.862213185	0.783557228	29	14	1.071428571	0.7282385	0.100383168	0.095658454	1667.55	7.419110762	7
DIPROTODONTIA	POTOROIDAE	Bettongia	Bettongia_lesueur	NT	increasing	0	0	0.667042656	0.922959206	5	106	-0.952830189	-3.054001182	-0.277278289	-0.32473104	1447.27	7.277434302	7
DIPROTODONTIA	POTOROIDAE	Bettongia	Bettongia_penicillata	CR	decreasing	1	1	0.784864848	0.700719238	125	91	0.373626374	0.317454231	0.120084629	0.113404244	1184.35	7.07694938	7
DIPROTODONTIA	POTOROIDAE	Bettongia	Bettongia_tropica	EN	decreasing	1	1	0.72625233	0.861525023	11	14	-0.214285714	-0.241162057	-0.157015397	-0.170806585	1256.58	7.136149024	7
CETARTIODACTYLA	BOVIDAE	Bos	Bos_javanicus	EN	decreasing	1	1	0.733868844	0.656601498	65	47	0.382978723	0.324239668	0.117677687	0.111253039	635974.3	13.36291343	13
CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus_depressicornis	EN	decreasing	1	1	0.910204451	0.575723651	72	27	1.666666667	0.980829253	0.580974568	0.458041472	256989.3	12.45678973	12
CETARTIODACTYLA	BOVIDAE	Bubalus	Bubalus_quarlesi	EN	decreasing	1	1	0.708938915	0.643767408	84	77	0.090909091	0.087011377	0.101234555	0.096431873	181718.9	12.11021627	12
RODENTIA	MURIDAE	Bunomys	Bunomys_andrewsi	LC	unknown	0	NA	0.831621418	0.573155748	65	34	0.911764706	0.648026745	0.450951893	0.372219819	125	4.828313737	5
RODENTIA	MURIDAE	Bunomys	Bunomys_chrysocomus	LC	stable	0	0	0.88632805	0.625544671	88	47	0.872340426	0.627189213	0.416890097	0.348464398	111.29	4.712139407	5
RODENTIA	MURIDAE	Bunomys	Bunomys_fratrorum	VU	decreasing	1	1	0.664605082	0.85065133	10	39	-0.743589744	-1.360976553	-0.218710347	-0.246809324	130.31	4.869916227	5
RODENTIA	MURIDAE	Bunomys	Bunomys_penitus	NT	decreasing	0	1	0.770469979	0.535345223	33	23	0.434782609	0.361013346	0.43920212	0.364088877	170	5.135798437	5
RODENTIA	SCIURIDAE	Callosciurus	Callosciurus_notatus	LC	increasing	0	0	0.572085225	0.861354943	6	27	-0.777777778	-1.504077397	-0.33583103	-0.409218689	209.49	5.344676006	5
RODENTIA	SCIURIDAE	Callosciurus	Callosciurus_prevostii	LC	decreasing	0	1	0.76693246	0.777799603	11	15	-0.266666667	-0.310154928	-0.013971649	-0.014070171	400	5.991464547	6
DIPROTODONTIA	BURRAMYIDAE	Cercartetus	Cercartetus_caudatus	LC	stable	0	0	0.796947607	0.844929409	297	372	-0.201612903	-0.225161715	-0.056787941	-0.058464145	23.05	3.137665769	3
DIPROTODONTIA	BURRAMYIDAE	Cercartetus	Cercartetus_concinnus	LC	stable	0	0	0.7591012	0.870174018	324	470	-0.310638298	-0.371989179	-0.127644373	-0.136558109	15.96	2.770085592	3
DIPROTODONTIA	BURRAMYIDAE	Cercartetus	Cercartetus_lepidus	LC	stable	0	0	0.797416129	0.854824191	107	147	-0.272108844	-0.317603752	-0.067157742	-0.069519162	8.03	2.083184528	2
DIPROTODONTIA	BURRAMYIDAE	Cercartetus	Cercartetus_nanus	LC	decreasing	0	1	0.964291212	0.84531613	234	137	0.708029197	0.53534019	0.140746258	0.13168266	26.85	3.290265821	3
CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus_dwyeri	NT	decreasing	0	1	0.93591832	0.501342566	224	46	3.869565217	1.583004655	0.86682397	0.624238575	8.74	2.16791019	2
CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus_gouldii	LC	stable	0	0	0.94066029	0.928660003	2686	2812	-0.044807966	-0.045842876	0.012922154	0.012839375	14.24	2.656054906	3
CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus_morio	LC	stable	0	0	0.610646551	0.757050378	1508	2026	-0.255676209	-0.295279136	-0.193387166	-0.214911485	8.91	2.187174241	2
CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus_nigrogriseus	LC	stable	0	0	0.82015202	0.67934934	677	611	0.10801964	0.102574314	0.207261083	0.188354226	8.79	2.173614712	2
CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus_picatus	NT	decreasing	0	1	0.735994988	0.458595649	579	144	3.020833333	1.391489178	0.604888727	0.473054425	10.17	2.31944221	2
CHIROPTERA	VESPERTILIONIDAE	Chalinolobus	Chalinolobus_tuberculatus	VU	decreasing	1	1	0.980542943	0.8595156	105	46	1.282608696	0.825318954	0.140808779	0.131737467	10.17	2.31944221	2
CHIROPTERA	MOLOSSIDAE	Cheiromeles	Cheiromeles_parvidens	LC	unknown	0	NA	0.91084698	0.647341605	90	50	0.8	0.587786665	0.407057685	0.341500776	169.43	5.132439862	5
CHIROPTERA	PTEROPODIDAE	Chironax	Chironax_melanocephalus	LC	unknown	0	NA	0.738141572	0.841654782	15	42	-0.642857143	-1.029619417	-0.122987729	-0.131234294	17.7	2.87356464	3
RODENTIA	MURIDAE	Chiruromys	Chiruromys_forbesi	LC	stable	0	0	0.744645444	0.705826821	43	23	0.869565217	0.6257059	0.054997377	0.05353828	105.15	4.655387902	5
RODENTIA	MURIDAE	Chiruromys	Chiruromys_lamia	LC	unknown	0	NA	0.750219419	0.787702461	24	19	0.263157895	0.233614851	-0.04758528	-0.048754708	47.2	3.854393893	4
RODENTIA	MURIDAE	Chiruromys	Chiruromys_vates	LC	stable	0	0	0.721995787	0.801677185	97	142	-0.316901408	-0.381116079	-0.099393371	-0.104686711	45.46	3.816832818	4
RODENTIA	MURIDAE	Coccymys	Coccymys_ruemmleri	LC	unknown	0	NA	0.848897751	0.820766028	111	79	0.405063291	0.340082349	0.034274959	0.033700659	29.7	3.391147046	3
RODENTIA	MURIDAE	Conilurus	Conilurus_penicillatus	VU	decreasing	1	1	0.941637183	0.502914594	162	13	11.46153846	2.522646978	0.872360028	0.627199682	175.02	5.164900253	5
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_elongata	LC	decreasing	0	1	0.930383534	0.495619892	67	15	3.466666667	1.496642418	0.877211849	0.629787617	17.8	2.879198457	3
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_lea	LC	unknown	0	NA	0.911861183	0.493329827	65	19	2.421052632	1.229948291	0.848380401	0.614309797	6.6	1.887069649	2
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_levicula	LC	unknown	0	NA	0.824965744	0.653842886	24	18	0.333333333	0.287682072	0.261718621	0.232474777	1.77	0.570979547	1
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_maxi	LC	unknown	0	NA	0.944075119	0.594034005	56	11	4.090909091	1.627456418	0.589261072	0.463269174	7.53	2.018895042	2
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_monticola	LC	unknown	0	NA	0.890434009	0.619493967	59	24	1.458333333	0.899483614	0.43735703	0.362806031	6.6	1.887069649	2
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_nigripes	LC	unknown	0	NA	0.917126716	0.495755912	46	16	1.875	1.056052674	0.849956185	0.615161955	13.2	2.58021683	3
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_rhoditis	LC	stable	0	0	0.71254064	0.615952234	108	94	0.14893617	0.138836445	0.15681152	0.145667531	14	2.63905733	3
EULIPOTYPHLA	SORICIDAE	Crocidura	Crocidura_tenuis	DD	unknown	NA	NA	0.783380369	0.900236536	13	23	-0.434782609	-0.570544858	-0.12980607	-0.139039184	11.79289643	2.467497353	2
RODENTIA	MURIDAE	Crossomys	Crossomys_moncktoni	LC	unknown	0	NA	0.866288435	0.786002721	97	38	1.552631579	0.937124819	0.102144321	0.097257665	168.42	5.12646086	5
CHIROPTERA	PTEROPODIDAE	Cynopterus	Cynopterus_horsfieldii	LC	unknown	0	NA	0.692182744	0.871184852	6	10	-0.4	-0.510825624	-0.205469721	-0.230004183	56.01	4.025530246	4
CHIROPTERA	PTEROPODIDAE	Cynopterus	Cynopterus_luzoniensis	LC	stable	0	0	0.85234317	0.631125194	88	53	0.660377358	0.507044901	0.35051362	0.30048498	43.874	3.78132189	4
CHIROPTERA	PTEROPODIDAE	Cynopterus	Cynopterus_minutus	LC	decreasing	0	1	0.916468346	0.625940931	83	42	0.976190476	0.68117099	0.464145098	0.381271521	26.45	3.275256158	3
CHIROPTERA	PTEROPODIDAE	Cynopterus	Cynopterus_nusatenggara	LC	stable	0	0	0.938296943	0.611353457	55	9	5.111111111	1.810108608	0.534786352	0.428391187	43.874	3.78132189	4
CHIROPTERA	PTEROPODIDAE	Cynopterus	Cynopterus_sphinx	LC	increasing	0	0	0.685494128	0.732400064	46	91	-0.494505495	-0.68221811	-0.064044144	-0.066186967	44.71	3.80019719	4
CHIROPTERA	PTEROPODIDAE	Cynopterus	Cynopterus_titthaecheilus	LC	stable	0	0	0.903729721	0.712447867	39	12	2.25	1.178654996	0.268485404	0.237823594	58.33	4.066116541	4
DIPROTODONTIA	PETAURIDAE	Dactylonax	Dactylonax_palpator	LC	unknown	0	NA	0.835174011	0.770723532	208	154	0.350649351	0.300585477	0.083623345	0.080310374	359	5.883322388	6
DIPROTODONTIA	PETAURIDAE	Dactylopsila	Dactylopsila_megalura	LC	unknown	0	NA	0.945497214	0.65744129	61	8	6.625	2.031432322	0.438146993	0.363355474	319.2747	5.766051861	6
DIPROTODONTIA	PETAURIDAE	Dactylopsila	Dactylopsila_trivirgata	LC	decreasing	0	1	0.830366112	0.781964545	382	384	-0.005208333	-0.005221944	0.061897394	0.060057303	413.41	6.024439837	6
DASYUROMORPHIA	DASYURIDAE	Dasycercus	Dasycercus_blythi	LC	unknown	0	NA	0.764305849	0.586807598	900	758	0.187335092	0.171711378	0.302481175	0.264271042	99.54	4.600559573	5
DASYUROMORPHIA	DASYURIDAE	Dasycercus	Dasycercus_cristicauda	NT	stable	0	0	0.782189485	0.634866946	58	24	1.416666667	0.88238918	0.232052622	0.208681577	99.54	4.600559573	5
DASYUROMORPHIA	DASYURIDAE	Dasykaluta	Dasykaluta_rosamondae	LC	unknown	0	NA	0.908677527	0.586416209	192	44	3.363636364	1.473305738	0.549543674	0.437960484	32.17	3.471034341	3
DASYUROMORPHIA	DASYURIDAE	Dasyuroides	Dasyuroides_byrnei	VU	decreasing	1	1	0.905306609	0.741743685	54	24	1.25	0.810930216	0.220511379	0.199269934	109.47	4.695650539	5
DASYUROMORPHIA	DASYURIDAE	Dasyurus	Dasyurus_albopunctatus	NT	decreasing	0	1	0.888251349	0.762586469	275	131	1.099236641	0.741573774	0.164787712	0.152538849	603.48	6.4027129	6
DASYUROMORPHIA	DASYURIDAE	Dasyurus	Dasyurus_geoffroii	NT	stable	0	0	0.869067123	0.813357227	97	72	0.347222222	0.298044859	0.068493761	0.066249957	1106.62	7.009065604	7
DASYUROMORPHIA	DASYURIDAE	Dasyurus	Dasyurus_hallucatus	EN	decreasing	1	1	0.608223134	0.53849431	496	547	-0.093235832	-0.097872876	0.129488507	0.121764882	470.92	6.154688228	6
DASYUROMORPHIA	DASYURIDAE	Dasyurus	Dasyurus_maculatus	NT	decreasing	0	1	0.862993549	0.722222215	367	306	0.199346405	0.181776746	0.194914157	0.178074347	3284.15	8.096863146	8
DASYUROMORPHIA	DASYURIDAE	Dasyurus	Dasyurus_spartacus	NT	unknown	0	NA	0.463432668	0.781501061	24	118	-0.796610169	-1.592630794	-0.406996751	-0.522555402	885.67	6.786344421	7
DASYUROMORPHIA	DASYURIDAE	Dasyurus	Dasyurus_viverrinus	EN	decreasing	1	1	0.944726962	0.789093294	36	13	1.769230769	1.018569581	0.19723101	0.180011399	1101.49	7.004419088	7
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_bennettianus	NT	stable	0	0	0.567839414	0.938390887	4	23	-0.826086957	-1.749199855	-0.394879659	-0.50232793	10458.82	9.255200921	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_dorianus	VU	decreasing	1	1	0.629390647	0.851931078	35	68	-0.485294118	-0.664159644	-0.26121882	-0.302753504	8976.58	9.102374242	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_goodfellowi	EN	decreasing	1	1	0.805628896	0.802210122	93	59	0.576271186	0.455062049	0.004261694	0.004252639	7948.78	8.980773737	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_inustus	VU	decreasing	1	1	0.545775551	0.29536101	119	75	0.586666667	0.46163538	0.84782531	0.61400944	12625	9.443434254	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_lumholtzi	NT	unknown	0	NA	0.463141281	0.857712766	8	38	-0.789473684	-1.558144618	-0.46002753	-0.616237122	6649.97	8.802367622	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_matschiei	EN	decreasing	1	1	0.636656134	0.84725739	14	39	-0.641025641	-1.024504317	-0.248568213	-0.285774843	8293.4	9.023215297	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_mbaiso	EN	decreasing	1	1	0.836407676	0.837612006	10	10	0	0	-0.001437814	-0.001438848	9395.06	9.147939298	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_notatus	EN	decreasing	1	1	0.773987352	0.742135317	55	26	1.115384615	0.749236647	0.042919445	0.042023939	9469.198333	9.155799529	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_pulcherrimus	CR	stable	1	0	0.738449695	0.861498275	13	26	-0.5	-0.693147181	-0.142830907	-0.154120072	8025	8.990316948	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_spadix	VU	decreasing	1	1	0.574056545	0.781272806	75	180	-0.583333333	-0.875468737	-0.265229072	-0.308196491	8468.2	9.04407325	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_stellarum	VU	decreasing	1	1	0.866698485	0.742435374	41	16	1.5625	0.940983344	0.167372293	0.154755319	9581	9.16753725	9
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	Dendrolagus_ursinus	VU	decreasing	1	1	0.83644681	0.66311691	35	11	2.181818182	1.157452789	0.261386639	0.232211623	13249.99	9.491752077	9
DIPROTODONTIA	ACROBATIDAE	Distoechurus	Distoechurus_pennatus	LC	stable	0	0	0.93860673	0.798844759	243	131	0.854961832	0.61786412	0.174955108	0.161229941	52.74	3.965374181	4
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_anderseni	LC	stable	0	0	0.763192657	0.641496428	70	41	0.707317073	0.534923175	0.189706791	0.173706883	233.99	5.455278379	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_beauforti	LC	unknown	0	NA	0.756936181	0.812913863	16	12	0.333333333	0.287682072	-0.068860533	-0.07134621	165.35	5.108064439	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_crenulata	LC	stable	0	0	0.938339255	0.64284391	121	44	1.75	1.011600912	0.459668887	0.37820962	218.21	5.385457902	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_exoleta	LC	unknown	0	NA	0.901113219	0.613469275	84	43	0.953488372	0.669616683	0.468880767	0.384500728	302.03	5.71052635	6
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_inermis	LC	stable	0	0	0.916627756	0.610697157	41	7	4.857142857	1.767661918	0.500953043	0.406100268	152.6	5.027820119	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_minor	LC	unknown	0	NA	0.958765201	0.705149103	307	104	1.951923077	1.082456848	0.359663081	0.307236934	85.95	4.453765732	4
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_moluccensis	LC	stable	0	0	0.928489443	0.801959993	431	253	0.703557312	0.532718601	0.157775265	0.146500289	447.64	6.103989338	6
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_pannietensis	NT	unknown	0	NA	0.610111243	0.885653729	5	20	-0.75	-1.386294361	-0.311117627	-0.372684743	239.19	5.477258215	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_peronii	LC	stable	0	0	0.967880536	0.636421644	55	12	3.583333333	1.522426535	0.520816499	0.419247361	226.51	5.422789094	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_praedatrix	LC	unknown	0	NA	0.954340355	0.601117188	30	9	2.333333333	1.203972804	0.587611159	0.462230471	178.74	5.185932236	5
CHIROPTERA	PTEROPODIDAE	Dobsonia	Dobsonia_viridis	LC	stable	0	0	0.755475706	0.838682945	19	15	0.266666667	0.236388778	-0.099211793	-0.104485113	240.66	5.483385149	5
DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis_hageni	LC	stable	0	0	0.88075324	0.600062998	80	15	4.333333333	1.673976434	0.467767958	0.383742851	5499.99	8.612501553	9
DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis_luctuosa	VU	decreasing	1	1	0.906889556	0.573670622	86	25	2.44	1.235471471	0.580854103	0.457965272	4939.56	8.505031537	9
DIPROTODONTIA	MACROPODIDAE	Dorcopsis	Dorcopsis_muelleri	LC	stable	0	0	0.685146993	0.400321677	129	60	1.15	0.765467842	0.711491117	0.537364989	5370.79	8.58873029	9
DIPROTODONTIA	MACROPODIDAE	Dorcopsulus	Dorcopsulus_macleayi	LC	stable	0	0	0.539497912	0.750677532	82	172	-0.523255814	-0.74077523	-0.28131869	-0.33033726	2780.54	7.930400432	8
DIPROTODONTIA	MACROPODIDAE	Dorcopsulus	Dorcopsulus_vanheurni	NT	decreasing	0	1	0.8804139	0.786499092	159	118	0.347457627	0.298219578	0.119408667	0.11280057	1890.36	7.544522566	8
RODENTIA	MURIDAE	Echiothrix	Echiothrix_centrosa	VU	decreasing	1	1	0.56939813	0.606114084	45	76	-0.407894737	-0.524070851	-0.060575978	-0.062488334	265	5.579729826	6
RODENTIA	MURIDAE	Echiothrix	Echiothrix_leucura	EN	decreasing	1	1	0.572186137	0.826947387	12	86	-0.860465116	-1.969440646	-0.308074316	-0.368276722	265	5.579729826	6
PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera_clara	LC	unknown	0	NA	0.93973288	0.657435086	89	22	3.045454545	1.397593916	0.429392651	0.357249634	1204.61	7.093911142	7
PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera_kalubu	LC	stable	0	0	0.940876522	0.778732695	335	166	1.018072289	0.702142743	0.208214998	0.189144062	825.16	6.715577307	7
PERAMELEMORPHIA	PERAMELIDAE	Echymipera	Echymipera_rufescens	LC	decreasing	0	1	0.903484466	0.802486445	380	335	0.134328358	0.126040721	0.125856358	0.118543953	1051.48	6.957953975	7
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_alecto	LC	decreasing	0	1	0.817310309	0.53847905	111	40	1.775	1.020650747	0.517812642	0.417270247	5.25	1.658228077	2
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_beccarii	LC	unknown	0	NA	0.874045183	0.782817227	158	88	0.795454545	0.585258219	0.116538002	0.110232829	4.31	1.460937904	1
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_dianae	LC	unknown	0	NA	0.906409539	0.633521631	97	27	2.592592593	1.278874112	0.430747576	0.358197088	5.226666667	1.653773726	2
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_furax	DD	unknown	NA	NA	0.854525113	0.8495928	156	168	-0.071428571	-0.074107972	0.005805502	0.005788715	5.226666667	1.653773726	2
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_monticola	LC	decreasing	0	1	0.893999908	0.616308275	86	48	0.791666667	0.583146285	0.45057262	0.371958389	5.35	1.677096561	2
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_raffrayana	LC	unknown	0	NA	0.90452985	0.745953181	240	97	1.474226804	0.905927945	0.212582603	0.192752468	5.61	1.72455072	2
CHIROPTERA	EMBALLONURIDAE	Emballonura	Emballonura_serii	LC	unknown	0	NA	0.780410752	0.75771746	17	23	-0.260869565	-0.302280872	0.029949544	0.029509815	5.226666667	1.653773726	2
CHIROPTERA	PTEROPODIDAE	Eonycteris	Eonycteris_spelaea	LC	unknown	0	NA	0.92971746	0.603631471	160	63	1.53968254	0.932039089	0.540207071	0.431916869	58.7	4.072439727	4
RODENTIA	MURIDAE	Eropeplus	Eropeplus_canus	VU	decreasing	1	1	0.698659442	0.580257375	14	10	0.4	0.336472237	0.204050947	0.18569166	50	3.912023005	4
CHIROPTERA	VESPERTILIONIDAE	Falsistrellus	Falsistrellus_mackenziei	NT	decreasing	0	1	0.838851046	0.845016526	16	14	0.142857143	0.133531393	-0.007296283	-0.007323031	23	3.135494216	3
CHIROPTERA	VESPERTILIONIDAE	Falsistrellus	Falsistrellus_petersi	DD	unknown	NA	NA	0.75646155	0.719537507	169	163	0.036809816	0.036148514	0.051316357	0.050043052	22.77	3.12544388	3
CHIROPTERA	VESPERTILIONIDAE	Falsistrellus	Falsistrellus_tasmaniensis	LC	decreasing	0	1	0.97518991	0.821138326	212	96	1.208333333	0.792238083	0.187607348	0.171940651	22.54	3.115291509	3
CHIROPTERA	VESPERTILIONIDAE	Glischropus	Glischropus_tylopus	LC	unknown	0	NA	0.690820768	0.898829458	4	12	-0.666666667	-1.098612289	-0.231421754	-0.263212905	4.59	1.523880024	2
DIPROTODONTIA	PETAURIDAE	Gymnobelideus	Gymnobelideus_leadbeateri	CR	decreasing	1	1	0.638862443	0.937880948	5	32	-0.84375	-1.85629799	-0.318823519	-0.383933857	137.32	4.922313969	5
RODENTIA	MURIDAE	Haeromys	Haeromys_minahassae	VU	decreasing	1	1	0.813040102	0.547417461	24	16	0.5	0.405465108	0.48522866	0.39556874	14.7	2.687847494	3
CHIROPTERA	VESPERTILIONIDAE	Harpiocephalus	Harpiocephalus_harpia	LC	decreasing	0	1	0.614211303	0.615382166	82	73	0.123287671	0.116259806	-0.00190266	-0.001904472	13.65	2.613739522	3
CHIROPTERA	PTEROPODIDAE	Harpyionycteris	Harpyionycteris_celebensis	VU	decreasing	1	1	0.89412341	0.632450247	88	51	0.725490196	0.545511182	0.413745055	0.346242251	116.77	4.760206188	5
DIPROTODONTIA	PSEUDOCHEIRIDAE	Hemibelideus	Hemibelideus_lemuroides	NT	stable	0	0	0.409168579	0.788258701	9	78	-0.884615385	-2.159484249	-0.480920949	-0.655699094	993.59	6.901324647	7
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros_ater	LC	unknown	0	NA	0.788805159	0.723782014	944	955	-0.011518325	-0.011585174	0.089838024	0.086029083	5.86	1.768149604	2
